UKBB_code,UKBB_description,ATC_code
1140874120,fasigyn 500mg tablet,J01X
1140874098,streptomycin,A07A
1140874096,rifampicin+isoniazid 300mg/150mg tablet,J04A
1140874066,rifadin 300mg capsule,J04A
1140874064,rifadin 150mg capsule,J04A
1140874048,vaginyl 400mg tablet,P01A
1140873904,capastat 1g injection (pdr for recon),J04A
1140873810,colistin,A07A
1140873702,erythrocin 1g infusion (pdr for recon),D10A
1140873676,erymax 250mg e/c granules in capsule,D10A
1140873652,dalacin c 75mg capsule,D10A
1140873640,klaricid 125mg/5ml paediatric suspension,J01F
1140873558,oxymycin 250mg tablet,J01A
1140873458,achromycin 250mg tablet,D06A
1140873456,achromycin 250mg capsule,D06A
1140873438,rocephin 1g injection (pdr for recon),J01D
1140873376,tetracycline+procaine 100mg/40mg intramuscular injection,D06A
1140873372,tetrachel 250mg capsule,D06A
1140873350,imipenem + cilastatin,J01D
1140873334,keflex 250mg/5ml suspension,J01D
1140873330,keflex 500mg tablet,J01D
1140873304,ceporex 250mg capsule,J01D
1140873262,velosef 500mg capsule,J01D
1140873172,claforan 1g injection (pdr for recon),J01D
1140873170,claforan 500mg injection (pdr for recon),J01D
1140873110,fortum 2g infusion (pdr for recon)+saline kit,J01D
1140872998,ticarcillin,J01C
1140872952,ambaxin 400mg tablet,J01C
1140872840,penbritin 500mg capsule,J01C
1140872794,amoxil 1g injection (pdr for recon),J01C
1140872532,tremonil 5mg tablet,N04A
1140872522,akineton 2mg tablet,N04A
1140872472,nimotop 30mg tablet,C08C
1140872330,brocadopa 125mg capsule,N04B
1140871968,isometheptene mucate+paracetamol 65mg/325mg capsule,A03A
1140871832,dipipanone+cyclizine 10mg/30mg tablet,R06A
1140871798,mst continus 30mg/sachet granules for suspension,N02A
1140871720,oramorph sr 60mg m/r tablet,N02A
1140871628,prosaid 250mg tablet,M01A
1140871606,clinoril 100mg tablet,M01A
1140871394,fenbid 300mg spansule,M01A
1140871348,imbrilon 25mg capsule,M01A
1140871282,diflunisal,N02B
1140871248,volraman 25mg e/c tablet,M01A
1140871102,rheumox 300mg capsule,M01A
1140870576,resonium a powder,V03A
1140870550,kloref 500mg effervescent tablet,A12B
1140870544,anapolon-50 50mg tablet,A14A
1140870182,emblon 10mg tablet,L02B
1140870120,wellferon 10million units/1ml injection,L03A
1140869998,procarbazine,L01X
1140869870,maxtrex 2.5mg tablet,L01B
1140869424,sodium citrate 4g/sachet powder,B05C
1140869418,cymalon sachet,B05C
1140869328,ethinyloestradiol+norethisterone acetate 20mcg/1mg tablet,G03C
1140869248,ethinyloestradiol+levonorgestrel 30mcg/150mcg tablet,G03C
1140869226,nyspes pessary,G01A
1140869222,femeron cream,D01A
1140869208,gyno-daktarin 100mg pessary,D01A
1140869206,gyno-daktarin 2% vaginal cream,D01A
1140869192,gyno-pevaryl 1 combipack,D01A
1140869056,canesten duopack,D01A
1140868984,nafarelin,H01C
1140868962,protirelin,V04C
1140868958,metopirone 250mg capsule,V04C
1140868894,modrenal 60mg capsule,H02C
1140868884,synarel 200micrograms nasal spray,H01C
1140868842,vasopressin product,H01B
1140868808,sermorelin,V04C
1140868716,serophene 50mg tablet,G03G
1140868628,humegon 75iu injection (pdr for recon)+solvent,G03G
1140868282,aspirin+methocarbamol 325mg/400mg tablet,N02B
1140868262,doloxene compound capsule,N02A
1140868190,proziere 5mg tablet,N05A
1140868128,alimix 10mg tablet,A03F
1140868116,avomine 25mg tablet,R06A
1140868058,adifax 15mg capsule,A08A
1140868042,duromine 15mg m/r capsule,A08A
1140867928,limbitrol-5 capsule,N06A
1140867894,pemoline,N06B
1140867812,norval 10mg tablet,N06A
1140867784,ludiomil 10mg tablet,N06A
1140867712,tofranil 10mg tablet,N06A
1140867668,tryptizol 10mg tablet,N06A
1140867628,prepadine 25mg capsule,N06A
1140867600,domical 10mg tablet,N06A
1140867546,fluspirilene,N05A
1140867498,liskonum 450mg m/r tablet,N05A
1140867474,decazate 25mg/1ml oily injection,N05A
1140867332,trifluperidol,N05A
1140867180,dozic 1mg/ml oral liquid,N05A
1140867156,moditen 1mg tablet,N05A
1140866766,propanix 10mg tablet,C07A
1140866764,apsolol 10mg tablet,C07A
1140866704,angilol 10mg tablet,C07A
1140866554,cordilox 40mg tablet,C08D
1140866506,frusemide+potassium 20mg/10mmol m/r tablet,C03C
1140866448,bumetanide+potassium 500micrograms/7.7mmol m/r tablet,C03C
1140866312,spiroctan 25mg tablet,C03D
1140866094,metenix-5 tablet,C03E
1140866090,methyclothiazide,C03A
1140866030,pancrease e/c granules in capsule,A09A
1140865982,lanoxin-pg 62.5micrograms tablet,C01A
1140865910,magnesium sulphate 50% retention enema,A06A
1140865878,lactitol,A06A
1140865876,citramag 17.7g/sachet powder,A06A
1140865810,regulose solution,A06A
1140865804,duphalac solution,A06A
1140865374,ambutonium bromide,A07A
1140865136,yohimbine/pemoline/methyltestosterone,G04B
1140864922,orgafol 75iu injection (pdr for recon)+diluent,G03G
1140864750,histafen 60mg tablet,R06A
1140864480,rifabutin,J04A
1140864452,epimaz 100mg tablet,N03A
1140864426,famvir 250mg tablet,J05A
1140864212,danaparoid sodium,B01A
1140863884,rauwolfia alkaloids 2mg tablet,C02A
1140863410,chloractil 25mg tablet,N05A
1140863210,normison 10mg capsule,N05C
1140863194,mogadon 5mg tablet,N05C
1140863106,rohypnol 1mg tablet,N05C
1140863094,galpseud 30mg/5ml linctus,R06A
1140863016,chloral hydrate product,N05C
1140862988,benylin with codeine syrup,R06A
1140862910,ipecacuanha+morphine mixture,N02A
1140862732,mequitazine,R06A
1140862726,mebhydrolin,R06A
1140862706,optimine 1mg tablet,R06A
1140862696,hismanal 10mg tablet,R06A
1140862660,fenostil retard 2.5mg m/r tablet,R06A
1140862610,aerocrom inhaler,R03A
1140862364,franol tablet,R01A
1140862320,alupent 20mg tablet,R03C
1140862294,adrenaline acid tartrate 280micrograms inhaler,R03A
1140861942,cholestyramine+aspartame 4g/sachet powder,C10A
1140861894,olbetam 250mg capsule,C10A
1140861800,platet 100mg effervescent tablet,N02B
1140861766,ethamsylate,B02B
1140861704,dindevan 10mg tablet,B01A
1140861408,thymoxamine,C04A
1140861070,mycardol 30mg tablet,C01D
1140861024,sorbitrate 10mg tablet,C01D
1140861002,minitran 5mg/24hours transdermal patch,C01D
1140860654,baratol 25mg tablet,C02C
1140860628,bendogen 10mg tablet,C02C
1140860558,metalpha 250mg tablet,C02A
1140860520,apresoline 25mg tablet,C02D
1140860434,monocor 5mg tablet,C07A
1140860312,nadolol+bendrofluazide 40mg/5mg tablet,C07A
1140860294,visken 5mg tablet,C07A
1140860278,mepranix 50mg tablet,C07F
1140860250,trandate 50mg tablet,C07A
1140860194,corgard 40mg tablet,C07A
1140859364,tolnaftate,D01A
1140859148,nitrofurazone product,D08A
1140858298,feospan-z m/r capsule,B03A
1140858282,fe-cap folic capsule,B03A
1140858274,ferromyn 100mg tablet,B03A
1140858084,cetiprin 100mg tablet,N05C
1140858082,emepronium bromide,N05C
1140857760,calcitonin and salcatonin,H05B
1140857706,oestriol 250micrograms tablet,G03C
1140857656,methyltestosterone product,G03E
1140857508,glucotard 5g/sachet mini-tablet,A10B
1140857336,temafloxacin,J01M
1140857284,malarivon 80mg/5ml syrup,P01B
1140857134,sulphaguanidine,A07A
1140857092,lincomycin,J01F
1140856974,clomocycline sodium,J01A
1140856966,aureomycin 250mg capsule,D06A
1140856954,selexid 100mg/sachet suspension,J01C
1140856916,talpen 250mg tablet,J01C
1140856858,keflex-c 125mg chewable tablet,J01D
1140856808,amoxil 125mg/5ml syrup,J01C
1140856670,disipal 40mg/2ml injection,N04A
1140856606,benzathine penicillin,J01C
1140856542,dihydroergotamine mesylate,N02C
1140856462,dromoran 1.5mg tablet,H03A
1140856412,norgesic tablet,M03B
1140856004,moditen enanthate 25mg/ml injection,N05A
1140855978,integrin 10mg capsule,N05A
1140855856,valium 10mg suppository,N05B
1140855832,atensine 2mg tablet,N05B
1140855824,dichloralphenazone,N05C
1140855752,alevaire 1.25mg/ml solution,R05C
1140855642,anthisan 50mg tablet,R02A
1140855624,lergoban 5mg m/r tablet,R06A
1140855506,bricanyl expectorant elixir,R03C
1140855496,alupent expectorant 20mg tablet,R03C
1140855442,adrenaline+atropine compound spray,R03A
1140855374,cobutolin 100micrograms inhaler,R03A
1140855372,asmaven 100micrograms inhaler,R03A
1140855308,salbuvent 2mg/5ml syrup,R03A
1140854942,silderm cream,R03B
1140853710,minims amethocaine hcl 0.5% single-use eye drops 0.5ml,S01H
1140853684,zincfrin 0.25% eye drops,A12C
1140853576,isopto epinal 1% eye drops,S01F
1140853558,physostigmine+pilocarpine 0.25%+2% eye drops,V03A
1140853338,ophthalmadine 0.5% eye ointment,D06B
1140853224,deoxyribonuclease,B06A
1140853110,indolar 25mg capsule,M01A
1140852376,fructose powder,V06D
1140851798,prenylamine,C01D
1140851786,clinium 120mg tablet,C08E
1140851742,cyclospasmol 400mg tablet,C04A
1140851726,cardiacap 30mg m/r capsule,C01D
1140851712,vascardin 10mg tablet,C01D
1140851414,frumax 40mg tablet,C03C
1140851138,bismodyne ointment,N01B
1140851126,bismuth subgallate compound suppository bp,A02B
1140851118,alophen pill,A06A
1140851040,aromatic chalk + opium mixture,R05F
1140851028,chalk,A12A
1140850984,cologel 900mg/10ml mixture,A06A
1140850954,biogastrone 50mg tablet,A02B
1140850914,eumydrin 0.6% solution,A03B
1140850746,malinal 500mg/5ml suspension,A02A
